Title,Area,Address,Bedroom,WC,Floor,links,Description,Price(Mil)
NHÀ 5 TẦNG BTCT HIẾM CỦA HIẾM HXH TẬN NHÀ P7 PHÚ NHUẬN - 4.5 TỶ,29.0,Hồ Chí Minh,3.0,2.0,2.0,https://batdongsan.vn/nha-5-tang-btct-hiem-cua-hiem-hxh-tan-nha-p7-phu-nhuan-45-ty-r267622,"- Kết cấu: 1 trệt 3 lầu, ST. Có 3PN, nhà đẹp ở ngay.- Vị trí: Gần khu vực Phan Xích Long tiện ích đầy đủ, sắp tới con đuờng Phan Xích Long sẽ là Phố ẩm thực.- Sổ hồng chính chủ công chứng ngay.",
NHỈNH 3 TỶ NHÀ 3 LẦU 40m2 - HẺM BA GÁC - NGAY BÌNH THẠNH GIÁP PHÚ NHUẬN - MỚI ĐẸP Ở NGAY - SỔ VUÔNG NỞ HẬU,40.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/nhinh-3-ty-nha-3-lau-40m2-hem-ba-gac-ngay-binh-thanh-giap-phu-nhuan-moi-dep-o-ngay-so-vuong-no-hau-r267617,"Mô tả: + Nhà mới, nội thất đầy đủ, khu an ninh, gần trường cấp 1, 2, 3, cách bệnh viện gia định, bệnh viên ung bướu 5 phút đi xe.+ Kết cấu, 1 trệt 2 lầu, 2 phòng ngủ.+ Sổ hồng riêng, sẵn sàng giao dịch ngay.",
"2.2 TỶ - PHAN VĂN TRỊ - CÁCH 1 CĂN RA MẶT TIỀN  - 2 TẦNG , NGANG 4M",21.0,Hồ Chí Minh,4.0,2.0,2.0,https://batdongsan.vn/22-ty-phan-van-tri-cach-1-can-ra-mat-tien-2-tang-ngang-4m-r267616,"Mô tả:+ Kết cấu 1 trệt, 1 gác lững nhà còn mới.+ Diện tích 21m2, Ngang 4m, Dài 5,1m.+ Cách phạm văn đồng 2km+ Cách chợ Gò vấp 1 km+ Đi 3 phút tới VINCOM PLAZA.+ Cách 1 căn ra Phường 7, Gò Vấp tiện ích xung quang đầy đủ.+ Sổ hồng riêng, không lộ giới không quy hoạch.+ Chủ hợp tác.",
"Bán gấp nhà diện tích 4,3x18 giá siêu rẻ chỉ 500tr ở Hóc Môn",77.0,Hồ Chí Minh,3.0,2.0,2.0,https://batdongsan.vn/ban-gap-nha-dien-tich-43x18-gia-sieu-re-chi-500tr-o-hoc-mon-r267613,"Bán gấp nhà diện tích 4,3x18 giá siêu rẻ chỉ 500tr ở Hóc Môn- Diện tích: 4,3 x 18 m2 thuộc Hóc Môn- Nhà xây hoàn thiện thiết kế 1 trệt 1 lầu tối ưu diện tích với 3 phòng ngủ, 3 WC, ban công,..- Xây dựng chắc chắn kiên cố với chủ thầu nhiều năm xây dựng, chuyên thi công nhiều công trình nhà ở tại Hóc Môn và các Tỉnh lân cận khác.- Nhà thuộc Phường trung tâm của Thị xã, dân cư đông đúc, cách ngân hàng, trường học, bệnh viện, phòng khám, cơ quan hành chính, KCN ... trong bán kính chỉ 1km- Thích hợp cho vợ chồng trẻ chưa có nhà đến sinh sống và làm việc tại đây hoặc đầu tư cho thuê.Liên hệ 0372870144 để được xem nhà miễn phí",500.0
Chỉ 2.3 tỷ(có bớt) - Chủ cần bán gấp Nhà Mới Koong ngay cầu Mai Lĩnh Hà Đông 30m 4 tầng,30.0,Hà Nội,3.0,3.0,4.0,https://batdongsan.vn/chi-23-tyco-bot-chu-can-ban-gap-nha-moi-koong-ngay-cau-mai-linh-ha-dong-30m-4-tang-r267608,"Chỉ 2.3 tỷ(có bớt)- Chủ cần bán gấp Nhà Mới Koong ngay cầu Mai Lĩnh Hà Đông 30m 4 tầng ngang 5m Mô tả:- Nhà mới koong nằm trong  ngõ 63 đường Nhân Huệ Đồng Mai, cách cầu Mai Lĩnh khoảng 300m, ngõ trước nhà thoáng, ô tô đỗ cách nhà 20m, giao thông vô cùng thuận tiện, gần trường chợ, siêu thị...- Nhà được thiết kế 4 tầng:+ Tầng 1: Khách, bếp, vs.+ Tầng 2,3: Tổng 2 ngủ, 2vs.+ Tầng 4: Phòng ngủ, phòng thờ, sân phơi.- Sổ đỏ chính chủ.- Ace quan tâm lh Nguyên Anh: 0819508701 để xem nhà miễn phí.",2300.0
Chỉ 2.3 tỷ(có bớt) - Chủ cần bán gấp Nhà Mới Koong ngay cầu Mai Lĩnh Hà Đông 30m 4 tầng,30.0,Hà Nội,3.0,3.0,4.0,https://batdongsan.vn/chi-23-tyco-bot-chu-can-ban-gap-nha-moi-koong-ngay-cau-mai-linh-ha-dong-30m-4-tang-r267607,"Chỉ 2.3 tỷ(có bớt)- Chủ cần bán gấp Nhà Mới Koong ngay cầu Mai Lĩnh Hà Đông 30m 4 tầng ngang 5m Mô tả:- Nhà mới koong nằm trong  ngõ 63 đường Nhân Huệ Đồng Mai, cách cầu Mai Lĩnh khoảng 300m, ngõ trước nhà thoáng, ô tô đỗ cách nhà 20m, giao thông vô cùng thuận tiện, gần trường chợ, siêu thị...- Nhà được thiết kế 4 tầng:+ Tầng 1: Khách, bếp, vs.+ Tầng 2,3: Tổng 2 ngủ, 2vs.+ Tầng 4: Phòng ngủ, phòng thờ, sân phơi.- Sổ đỏ chính chủ.- Ace quan tâm lh Nguyên Anh: 0819508701 để xem nhà miễn phí.",2300.0
"Bán nhà Ngọc Lâm, xây mới, lô góc thoáng, ô tô vào, 61m2x 5 tầng, mặt tiền: 4.6m, 6 tỷ 9",61.0,Hà Nội,4.0,2.0,5.0,https://batdongsan.vn/ban-nha-ngoc-lam-xay-moi-lo-goc-thoang-o-to-vao-61m2x-5-tang-mat-tien-46m-6-ty-9-r267606,"+ Vị trí Ngọc Lâm đến TTTM Mipec và phố âm thực ven sông, đường thông các phố lớn tiếp nối là cầu Long Biên, cầu Chương Dương chỉ 3 phút sang Phố Cổ.+ Nhà LÔ GÓC được thiết kế 5 tầng móng 7 tầng mỗi tầng 2 phòng đều có của sổ bên cạnh.- Cầu thang có cửa sổ mỗi tầng được thiết kế rộng rãi đã thiết kế ô chờ 1,5x1,5 ở giữa.- tầng 1: gara + bếp.- tầng 2: ngủ + khách + wc giữa.- tầng 3, 4: 2 ngủ + wc giữa- tầng 5: phòng thờ + sân phơi trước + sau sân nướng BBQ view cực đẹp.- Nhà mình xây để ở nên thiết kế thông thoáng và vững chắc, tất cả đều tường 20 dự tính sau này sẽ lên thêm 2 tầng để cho thuê từng phòng nay thay đổi kế hoạch chuyển sang bán.+ Sổ đỏ chính chủ cất két sẵn sàng giao dịch.- Liên hệ: 0965492571(xem nhà và tư vấn miễn phí)",6900.0
⚡☄️ Hiếm có Rẻ -Đẹp- Ô TÔ VÀO ĐẤT 45M VĂN ĐIỂN THANH TRÌ☄️,45.0,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/hiem-co-re-dep-o-to-vao-dat-45m-van-dien-thanh-tri-r267605,"- Chủ nhà cần tiền muốn bán gấp đất ngay cây xăng 74 thanh trì- Tiện ích bạt ngàn, dân trí cao, an ninh tốt gần chợ, trường học, bệnh viện, bến xe bus...- Ngõ vào 5m, oto vào tận nhà- Sổ nét sẵn sàng giao dịch. Mua để ở hoặc đầu tư rất tiềm năng - Giá 2x tỉLh: 0327996293",2800.0
PHÚ THỌ HOÀ - 56M2 - NGANG HƠN 4 M – 3 TẦNG ST – NHỈNH 4 TỶ,56.0,Hồ Chí Minh,3.0,3.0,3.0,https://batdongsan.vn/phu-tho-hoa-56m2-ngang-hon-4-m-3-tang-st-nhinh-4-ty-r267597,"NHÀ ĐẸP - HẺM Ô TÔ RỘNG - GIÁ SIÊU TỐT NGAY CHỢ VẢI - PHÚ THỌ HOÀ - 56M2 - NGANG HƠN 4 M - 3 PN BTCT - CHỈ 4.8 TỶ (còn thương lượng)‼️????0938 426 132 (Diện) gặp chính chủ xem trực tiếp và chốt giá!✨ 3 tầng, 3PN, 1 nhà bếp, 1 PK, 1 sân thượng.✨Trung tâm chợ vải. Nhà mới thiết kế giếng trời,ban công,sân thượng tất cả đều lấy sáng. Nhà không cần mở đèn.✨Chủ muốn bán nhanh nên giá quá hời cho cả người mua ở hay đầu tư✨Pháp lý chuẩn công chứng ngay!",4800.0
"Bán nhà HXH 6m, Quang Trung Phường 14 Gò Vấp, 36m2, 2 tầng chỉ 3.85 tỷ",36.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/ban-nha-hxh-6m-quang-trung-phuong-14-go-vap-36m2-2-tang-chi-385-ty-r267596,"MS 11823* Vị trí: hẻm xe hơi tránh đường Quang Trung (đường số 48 cũ) Phường 14 Gò Vấp.* Diện tích 36m2, ngang 3.2, nở hậu 3.4m, dài 11m. Nhà lô góc thoáng mát, C3, 2 tầng với 2 phòng ngủ.* Đường trước nhà 6m, mặt hông 4.5m, xe hơi đậu trước nhà.* Khu vực dân cư đông đúc. Thuận tiện đi Q.Tân Bình, Q12, Hóc Môn, Củ Chi.",3850.0
"NHÀ 2 TẦNG VỊ TRÍ ĐẸP - 53M2 - ĐƯỜNG CMT8 - QUẬN 10, NHỈNH 4 TỶ, 0902934079",53.0,Hồ Chí Minh,4.0,2.0,2.0,https://batdongsan.vn/nha-2-tang-vi-tri-dep-53m2-duong-cmt8-quan-10-nhinh-4-ty-0902934079-r267594,"_ Nhà kết cấu 1 trệt, 1 lầu, có ban công phơi đồ, có sân trước rộng để xe, 2 lớp cổng, an ninh, dân trí tốt. Xung quanh đầy đủ tiện ích._ Thửa đất vuông đẹp, không quy hoạch, tại Trung tâm Quận 10, có hẻm đi về Hòa Hưng. _  Giá đất gắn liền nhà chưa đến 75 triệu/m2. Giá rẻ so với thực trạng của ngôi nhà._ Nhà chính chủ, sổ hoàn công đủ, sang tên trong ngày._ Liên hệ: Ms. Lan - SĐT: 0902934079#bannhaquan10 #nhabanquan10 #muabannhadat2023 #tinvipnhaquan10",
"LẠC LONG QUÂN TÂN BÌNH, HXH SÁT MẶT TIỀN, CHO THUÊ HƠN 50TR/th, CHỈ NHỈNH 8 TỶ.",60.0,Hồ Chí Minh,10.0,2.0,2.0,https://batdongsan.vn/lac-long-quan-tan-binh-hxh-sat-mat-tien-cho-thue-hon-50trth-chi-nhinh-8-ty-r267593,Mô tả:+ Kết cấu: 1 trệt 1 lửng 2 lầu sân thượng - Tổng 10 PN đang cho thuê CHDV 40tr/tháng.+ Hẻm ô tô 4M vào nhà sát mặt  - Cách mặt tiền chỉ 15m.+ Vị trí cực đẹp - Giá cực rẻ - + Sổ đẹp - Hoàn Công Đầy đủ - Pháp lý chuẩn.Cần thông tin thêm liên hệ: 0354095924,8300.0
"NHÀ 3 TẦNG - 93M2 NỞ HẬU - HẺM XE HƠI - GẦN CV LÊ THỊ RIÊNG - TÂN BÌNH, NHỈNH 12 TỶ",,Hồ Chí Minh,4.0,2.0,2.0,https://batdongsan.vn/nha-3-tang-93m2-no-hau-hem-xe-hoi-gan-cv-le-thi-rieng-tan-binh-nhinh-12-ty-r267592,"_ Nhà kết cấu 1 trệt, 2 lầu, cổng cửa cuốn tự động, sân trước lớn làm garage ôtô, có sân thượng, ban công thoáng mát, thuộc tầng lớp dân trí cao. _ Nhà rất hiếm tại Trung tâm quận Tân Bình. Nhà để trống, khách dọn vào ở ngay. Hẻm 7m thông sang 4 hướng._  Thửa đất nở hậu, không quy hoạch, gần Công viên Lê Thị Riêng. Giá đất gắn liền tài sản chỉ 124 triệu/m2. Giá rất rẻ so với vị trí và thực trạng ngôi nhà._ Chủ nhà dân trí cao, sổ hoàn công đủ, sang tên trong ngày._ Liên hệ: Ms. Lan - SĐT: 0902934079#bannhaquan10 #nhabanquan10 #muabannhadat2023 #tinvipnhaquan10",
"NHÀ 3 TẦNG - 93M2 NỞ HẬU - HẺM XE HƠI - GẦN CV LÊ THỊ RIÊNG - TÂN BÌNH, NHỈNH 12 TỶ",,Hồ Chí Minh,4.0,2.0,2.0,https://batdongsan.vn/nha-3-tang-93m2-no-hau-hem-xe-hoi-gan-cv-le-thi-rieng-tan-binh-nhinh-12-ty-r267591,"_ Nhà kết cấu 1 trệt, 2 lầu, cổng cửa cuốn tự động, sân trước lớn làm garage ôtô, có sân thượng, ban công thoáng mát, thuộc tầng lớp dân trí cao. _ Nhà rất hiếm tại Trung tâm quận Tân Bình. Nhà để trống, khách dọn vào ở ngay. Hẻm 7m thông sang 4 hướng._  Thửa đất nở hậu, không quy hoạch, gần Công viên Lê Thị Riêng. Giá đất gắn liền tài sản chỉ 124 triệu/m2. Giá rất rẻ so với vị trí và thực trạng ngôi nhà._ Chủ nhà dân trí cao, sổ hoàn công đủ, sang tên trong ngày._ Liên hệ: Ms. Lan - SĐT: 0902934079#bannhaquan10 #nhabanquan10 #muabannhadat2023 #tinvipnhaquan10",
"Nhỉnh 2 Tỷ, nhà 15m2,Khu Phan Xích Long P7 Phú Nhuận , Đường Trần Kế Xương",15.0,Hồ Chí Minh,2.0,2.0,2.0,https://batdongsan.vn/nhinh-2-ty-nha-15m2khu-phan-xich-long-p7-phu-nhuan-duong-tran-ke-xuong-r267589,"Nhỉnh 2 Tỷ NHÀ MỚI Ở NGAY - THOÁNG MÁT - NGAY KHU PHAN XÍCH LONG , Nguyễn Công Hoan , Hoa Sữa  SẦM UẤT P7, PHÚ NHUẬN .Dt 3 x5 , 1 trệt , 1 lầu",2700.0
Nhà 1/ hẻm xe tải Ngay UBND Tăng Nhơn Phú B Quận 9 SHR 110m2 chỉ 50 Triệu/m2,110.0,Hồ Chí Minh,4.0,2.0,2.0,https://batdongsan.vn/nha-1-hem-xe-tai-ngay-ubnd-tang-nhon-phu-b-quan-9-shr-110m2-chi-50-trieum2-r267588,"Nhà 1/ hẻm xe tải Ngay UBND Tăng Nhơn Phú B Quận 9 SHR 110m2 chỉ 50 Triệu/m2- Vị trí gần Trường Cao Đẳng Công Thương, Cao Đẳng Giao Thông Vận Tải, UBND Phường Tăng Nhơn Phú B Thủ Đức- Diện tích 5m x 21m- Nhà 2 mặt hẻm Ô tô- Sổ hồng chính chủ- Giá chỉ 5.5 tỷ thương lượng+ Pháp lý chuẩn chỉnh, sổ vuông không Quy hoạch, Lộ giới√ Kêu Nhà Phố √ Hotline: 0985 012 206√ Hỗ trợ xem nhà trực tiếp làm việc chính chủ",5500.0
"GÒ VẤP, QUANG TRUNG, NHÀ 4 TẦNG HẺM RỘNG 4M, CHỈ 4.3 TỶ",111.0,Hồ Chí Minh,4.0,3.0,2.0,https://batdongsan.vn/go-vap-quang-trung-nha-4-tang-hem-rong-4m-chi-43-ty-r267587,"Tâm BĐS Tel / Zalo 0909 269 70623004103NM2 Mô tả- Vị trí nhà ngay trung tâm phường 08, gần Chợ Hạnh Thông Tây, ngay trung tâm thương mại Emart 2 Phan Huy Ích đang xây dựng,... giao thông thuận tiện di chuyển ra sân bay Tân Sơn Nhất, và các quận lân cận như Tân Bình, Phú Nhuận và Bình Thạnh...- Đường vào nhà hẻm ô tô 4m, khu vực dân cư đông đúc, dân trí cao...vị trí cực đẹp.- Khuôn viên đất 4 x 9m. CNDT 34m2, tổng diện sàn XD 110.6m2- Kết cấu nhà 1 trệt 2 lầu, và sân thượng, Công năng gồm có sân xe, Phòng khách, 4 phòng ngũ, 3 tolet, sân phơi và phòng giặt, ban công..- Nhà chủ đang ở, Nội thất như ảnh còn tốt, phù hợp gia đình nhỏ dọn vào ở ngay không cần mua gì thêm...- Pháp lý chuẩn, làm việc chính chủ, sổ hồng bàn giao nhà hoàn công.- Chủ rau bán giá chỉ 4 tỷ 300 triệu.- Hình ảnh thực, Giá trị thật. Luôn luôn tận tâm hổ trợ. Hãy gọi ngay cho Tâm BĐS.",4300.0
⚡☄️ Hiếm có Rẻ -Đẹp- Ô TÔ VÀO ĐẤT 45M VĂN ĐIỂN THANH TRÌ☄️,45.0,Hà Nội,4.0,2.0,2.0,https://batdongsan.vn/hiem-co-re-dep-o-to-vao-dat-45m-van-dien-thanh-tri-r267583,"- Chủ nhà cần tiền muốn bán gấp đất ngay cây xăng 74 thanh trì- Tiện ích bạt ngàn, dân trí cao, an ninh tốt gần chợ, trường học, bệnh viện, bến xe bus...- Ngõ vào 5m, oto vào tận nhà- Sổ nét sẵn sàng giao dịch. Mua để ở hoặc đầu tư rất tiềm năng - Giá 2x tỉLh: 0327996293",2800.0
"Nhà mặt tiền hẻm xe tải Âu Cơ Tân Bình, 21m2, 3 tầng với giá nhỉnh 2 tỷ.",21.0,Hồ Chí Minh,3.0,3.0,3.0,https://batdongsan.vn/nha-mat-tien-hem-xe-tai-au-co-tan-binh-21m2-3-tang-voi-gia-nhinh-2-ty-r267582,"Nhà mặt tiền hẻm xe tải Âu Cơ Tân Bình, 21m2, 3 tầng với giá nhỉnh 2 tỷ.* Nhà 1 trệt 2 lầu, 2 phòng ngủ, 3 toilet.* Phù hợp vừa ở vừa kinh doanh luôn.* Sổ hoàn công đủ, vuông đẹp.* Giá 2.2 tỷ ( thương lượng).Liên hệ Oanh để xem nhà miễn phí và chạm tay chủ nhà với giá tốt nhất.",2200.0
"Khu Bàu Cát Phường 14 Tân Bình 50m2, 3 tầng siêu đẹp, giá nhỉnh 6.",,Hồ Chí Minh,4.0,2.0,3.0,https://batdongsan.vn/khu-bau-cat-phuong-14-tan-binh-50m2-3-tang-sieu-dep-gia-nhinh-6-r267581,"Khu Bàu Cát Phường 14 Tân Bình 50m2, 3 tầng siêu đẹp, giá nhỉnh 6.* Nhà 3 tầng, full nội thất xịn xò, có sân thượng rộng, thoáng mát, thích hợp thưởng thức các bữa tiệc BBQ với gia đình, bạn bè.* 3 bước chân ra mặt tiền đường xe hơi đỗ cổng. Trước nhà có sân để được 5 chiếc xe máy.* Nhà siêu đẹp, nhìn là mê, ở là phê, giá khỏi chê.Giá 6.4 tỷ thương lượng. Liên hệ Oanh để xem nhà chính chủ miễn phí.",6400.0
"Còn sót lại 1 căn duy nhất! Con đường tơ lụa Phú Thọ Hòa Tân Phú, xe hơi đỗ cửa, 3 tầng giá 2.x nhỏ",,Hồ Chí Minh,4.0,2.0,3.0,https://batdongsan.vn/con-sot-lai-1-can-duy-nhat-con-duong-to-lua-phu-tho-hoa-tan-phu-xe-hoi-do-cua-3-tang-gia-2x-nho-r267580,"Còn sót lại 1 căn duy nhất! Con đường tơ lụa Phú Thọ Hòa Tân Phú, xe hơi đỗ cửa, 3 tầng giá 2.x nhỏ.* Diện tích 24m, ngang 4m. Cách mặt tiền Phú Thọ Hòa10m.* Nhà 3 tầng 2 phòng ngủ, có ban công cực thoáng, cực mát.* Hẻm xe hơi vào tân nhà, thông khắp ngõ, an  ninh, sạch sẽ.* Mua nhà được cây thần tài, phúc lộc vào nhà, cuộc sống giàu sang.Giá 2.15 tỷ thương lượng.Liên hệ Oanh để xem nhà chính chủ miễn phí.",2150.0
"bán nhà kinh doanh, ô tô cách 20m,  xe SH tránh Hà Trì 4, Hà Đông 27m 5t chỉ 2,1 tỷ 0962780005",27.0,Hà Nội,4.0,2.0,5.0,https://batdongsan.vn/ban-nha-kinh-doanh-o-to-cach-20m-xe-sh-tranh-ha-tri-4-ha-dong-27m-5t-chi-21-ty-0962780005-r267579,"bán nhà kinh doanh, ô tô cách 20m,  xe SH tránh Hà Trì 4, Hà Đông 27m 5t chỉ 2,1 tỷ 0962780005+ Ngõ thông thuận tiện giao thông+ Nhà vừa ở vừa kinh doanh, đủ công năng gồm phòng khách,  5 tầng, 3 ngủ+ Vị trí nhiều tiện  ích, dân trí cao, an ninh tốt.+ Liên hệ xem nhà trực tiếp 0962780005+ Zalo và Facebook: Hùng Nguyễn",2100.0
"SIÊU PHẨM nhà Hà Trì, Hà Đông giao thông thuận tiện 31m 5 tầng 3,25 tỷ 0962780005",31.0,Hà Nội,4.0,2.0,5.0,https://batdongsan.vn/sieu-pham-nha-ha-tri-ha-dong-giao-thong-thuan-tien-31m-5-tang-325-ty-0962780005-r267578,"SIÊU PHẨM nhà Hà Trì, Hà Đông giao thông thuận tiện 31m 5 tầng 3,25 tỷ 0962780005+ Nhà nằm gần ngã tư Hà Trì, cách đường Hà Trì khoảng 70m, ngõ xe máy tránh, 5 phút ra chợ Hà Đông, giao thông thuận lợi, tiện ích vô vàn. + Đất nở hậu nhẹ, nhà nhìn thẳng ra đường không bị chắn nên rất thoáng. Nhà mới hoàn thiện xong năm kia còn rất mới  gồm 3 ngủ khép kín, 4 wc.+ Liên hệ xem nhà trực tiếp 0962780005+ Zalo và Facebook: Hùng Nguyễn",3250.0
"Nhà đẹp Ngọc Thụy, Long Biên, 40m x 5 tầng, full nội thất, ô tô, 4 tỷ 38",40.0,Hà Nội,3.0,4.0,5.0,https://batdongsan.vn/nha-dep-ngoc-thuy-long-bien-40m-x-5-tang-full-noi-that-o-to-4-ty-38-r267570,"- Bán căn nhà đẹp Ngọc Thụy, Long Biên vừa hoàn thiện và lắp đặt xong nội thất. Diện tích 40m xây dựng 5 tầng nội thất đẹp, cầu thang gỗ cùng toàn bộ trang thiết bị nội thất đẹp xịn, chủ mới chỉ việc về ở không phải mua đồ.- Nhà được thiết kế đẹp xây dựng cẩn thận (có video từ lúc làm móng cho đến khi hoàn thiện cho khách xem), nội thất được trang bị đầy đủ cho căn nhà từ phòng khách cho đến phòng ngủ, đủ trang thiết bị điện tử và tủ kệ bàn ghế ... Khách chỉ việc mang quần áo về ở.  + Nhà có sân để xe riêng, thoáng trước sau với tổng 3 phòng ngủ chính và các phòng chức năng, tầng thượng có phòng và khu tiệc trà ngắm sông Hồng.- Nhà hiện trạng nhà đã lắp đặt và chạy thử nghiệm xong tất cả các đồ điện tử, nhà đẹp, xây dựng tỉ mỉ đơn chiếc miễn chê, xem là thích. Chủ nhà thiện trí giao dịch nhanh cho khách mua.- Vị trí nhà nằm ngay gần trường quốc tế Việt - Pháp trên phố Gia Thượng, từ nhà chỉ mất 10 phút lên cầu Long Biên hoặc Chương Dương để sang Hoàn Kiếm; cách chợ Ngọc Thụy 200m, đường 40m Hồng Tiến kéo dài thông sang Ngọc Lâm, Nguyễn Văn Cừ đang hoàn thiện.+ Sổ đỏ vuông đẹp sẵn sàng giao dịch.LH: 0904.882258",4380.0
"Bán nhà Phố Trần Hòa, thoáng 2 mặt, ô tô vào nhà, vị trí siêu đẹp, 65m2, 5.8 tỷ",65.0,Hà Nội,4.0,4.0,5.0,https://batdongsan.vn/ban-nha-pho-tran-hoa-thoang-2-mat-o-to-vao-nha-vi-tri-sieu-dep-65m2-58-ty-r267569,"Bán nhà ngõ 55 Trần Hòa 65m² nhà 5 tầng mặt tiền 5m.Vị trí siêu đẹp ngõ rộng thông tứ tung, vừa ở vừa kinh doanh nhỏ được, khu  đông dân cư, tiện ích xung quanh không thiếu thứ gì. Đi đâu cũng thuận, gần bệnh viện Bưu Điện, BV Y học Cổ Truyền, bến xe Giáp Bát, BX Nước Ngầm, trường đại học Thăng Long, ĐH Hà Nội…+ Chủ nhà là anh Tuấn, chị Thúy kinh doanh buôn bán nước hoa online rất thành công nên tiết kiệm được tiền mua nhà mặt phố Vũ Tông Phan để mở rộng kinh doanh.+ Thiết kế nhà hiện đại 5 tầng, 65m² 1 tầng. có gara ô tô, a chị đang để xe ford 7 chỗ, 1 phòng khách, bếp, 4 phòng ngủ, 5 wc,  phòng thờ và sân phơi+ Giá: 5.8 tỷ ( muốn bán gấp nên rất thiện chí thương lượng )+ Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công.+ Liên hệ em Mão 0968.45.5335  nhiệt tình, tận tâm để đi xem nhà.Miễn tiếp trung gian, môi giới, quảng cáo",5800.0
"Bán nhà Đa Sỹ, Hà Đông giao thôn thuận tiện 36m  4 tầng, 4 ngủ giá chỉ 2,7 tỷ",,Hà Nội,4.0,4.0,4.0,https://batdongsan.vn/ban-nha-da-sy-ha-dong-giao-thon-thuan-tien-36m-4-tang-4-ngu-gia-chi-27-ty-r267560,"Bán nhà Đa Sỹ, Hà Đông giao thôn thuận tiện 36m  4 tầng, 4 ngủ giá chỉ 2,7 tỷ- Nhà thiết kế lệch tầng, năm 2018, khách mua về thêm thùng sơn là như mới. - Thiết kế:+ Tầng 1: Để xe, phòng khách, bếp, wc.+ Tầng 2,3: Mỗi tầng 2 phòng, wc.+ Tầng 4: Tum, 2 sân phơi trước sau, có thể chuyển đổi làm phòng thờ.+ Sổ đỏ phân lô đẹp nét căng sẵn sàng giao dịch.  - Liên hệ xem nhà trực tiếp 0962780005",7000.0
NHÀ MT ĐƯỜNG SỐ - KHU VIP PHƯỜNG TÂN PHÚ - 140M2 - TẶNG TOÀN BỘ NỘI THẤT - CHỈ VỚI GIÁ 5.65T,140.0,Hồ Chí Minh,3.0,2.0,2.0,https://batdongsan.vn/nha-mt-duong-so-khu-vip-phuong-tan-phu-140m2-tang-toan-bo-noi-that-chi-voi-gia-565t-r267557,"- Nhà trệt, lầu, 4x35=140m2, 3PN, 2WC, phòng khách, bếp, có vườn bự đằng sau nhà- Tặng bộ nội thất gỗ xịn xò cho khách, khách chỉ việc dọn đồ vào là ở ngay- Nhà mặt tiền đường số, xe hơi quay đầu thoải mái, xe hơi ngủ trong nhà- Nhà cách 20m ra đường Lê Văn Việt, gần các trường đại học, siêu thị, khu CNC…- Nằm gần khu Công Nghệ Cao nên có nhu cầu cho thuê rất cao, dòng tiền 8-10tr/thang- Liên Hệ Zalo/Call: 0392717275 để em dẫn đi xem nhà ạ",5650.0
"Chính Chủ Giảm 1tỷ500tr, Mong Bán Nhanh, Nhà MT Trần Hưng Đạo Q5, (55m2) 5Tầng, Hơn 11Tỷ",55.0,Hồ Chí Minh,4.0,4.0,5.0,https://batdongsan.vn/chinh-chu-giam-1ty500tr-mong-ban-nhanh-nha-mt-tran-hung-dao-q5-55m2-5tang-hon-11ty-r267555,"Chính Chủ Cần Bán Gấp Mặt Tiền Kinh Doanh Q5, Lòng Đường KD rộng 10m Vị trí ngay chợ Xã Tây Quận 5 Diện tích : 3,5 x15,5m ( kết cấu: 1Trệt , 1 lửng,3 lầu , 1ST, BTCT chắc chắn ) Lợi thế: Khu kinh doanh mua bán sầm uất, thích hợp mua bán, cho thuê,  kinh doanh đa ngành nghề.  Giá : 11Tỷ450 (còn thương lượng) Sổ chính chủ, pháp lý rõ ràng, công chứng mua bán ngay.  LH 0903356875 gặp Hằng",11450.0
"Quận5 giáp Quận1- HXH- 5M Ra Mặt Tiền,55m2, 3Lầu, 6PN ,TN cho thuê 35-40tr-Tháng)",55.0,Hồ Chí Minh,6.0,5.0,2.0,https://batdongsan.vn/quan5-giap-quan1-hxh-5m-ra-mat-tien55m2-3lau-6pn-tn-cho-thue-35-40tr-thang-r267552,"Chính chủ ngộp thở , Cần bán nhanh Nhà Trần Bình Trọng Q5Nhỉnh 100tr/m2 giá quá rẻ so trong khu vực, tìm đâu ra căn thứ 2Vị trí đẹp 1căn ra mặt tiền , 3 mặt hẻm thông.DT: ngang 3.6m nở hậu 3.8m (Gồm: Nhà 3 lầu, có 6 PN rộng rãi, thoáng trước sau).Kết cấu cứng cáp, có thể cải tạo thêm phòng để cho thuê, hoặc xây mới.Hẻm thông ra Trần Hưng Đạo, Võ Văn Kiệt  giáp một bên trung tâm Quận 1.Không lo ngập nước, kẹt xe và tiện di chuyển sang các Quận trung tâm.Giá: 6,350 tỷ - Thiện chí gặp chủ TL giá tốt Pháp lý chuẩn, công chứng ngay. Xem nhà Gọi ngay: 0903356875  Hằng",6000.0
